id,title,handle,body_html,published_at,created_at,updated_at,vendor,product_type,tags
8721643274477,DeLonghi Stilosa Espresso Machine.,delonghi-stilosa-espresso-machine,"The DeLonghi Stilosa is one of DeLonghi's cheapest espresso machines, and it would be one of my first choices if I needed a portafilter espresso machine this low cost.There are other similarly priced machines from lesser known brands, that haven't stood the test of time like DeLonghi's lower priced machines have, so if you want a very cheap espresso machine, but you want it to last, I'd probably be looking at the Stilosa.De'Longhi do a very good job of building low cost machines that last. They're a huge brand, they target the mainstream home appliance market so they need to keep their prices competitive, but they don't do it in ways that tend to compromise the longevity or durability of their machines.So, yeah, they're mainly plastic (especially their lowest price machines), they're ""no frills"", they usually have pressurised baskets, or pressurisation in the portafilter (you can get around this, if you want to), but they're also usually the most capable for their cost, and they usually last well.| titlestrongFeatures and Benefits|showbullet 1 L Water Tank |showbullet Compact size,21cm w x 34 cm d x 26 cm t|showbullet 150ml Stainless Steel Brew Boiler |showbullet Pro Steam Wand (Panarello version also available   |showbullet Comes in a range of different colours |showbullet 51mm portafilter - pressurised |In a nutshell, this is a portafilter espresso machine with a 150ml stainless steel boiler, and a proper steam wand, for under a hundred quid!Just to put that into perspective, the Gaggia Classic Pro E24, even with the new higher capacity boiler (just because of the reduced thickness of the boiler material, being brass instead of the previously used Aluminium) has a slightly smaller boiler (now just under 130ml).This isn't to say size is everything, but it's impressive that such a cheap espresso machine, from such a well known brand which is known for making machines that last, has a stainless steel 150ml boiler.It has a manual shot dial similar to the Sage Duo Temp Pro, so ultra simple controls, not much electronics to go wrong, and it has a 51mm portafilter with a pressurised basket.If you want to use pre-ground coffee or grind your own commodity beans (meaning big brand coffee beans with no roasted on date) then just use the supplied portafilter.If you want to use freshly roasted coffee beans, and the ability to dial in, you'll just want to swap out the portafilter and the basket.Most of the options when it comes to 51mm 2 eared portafilters that fit the Stilosa, will be bottomless, for example theNormcore bottomless portafilteris popular, as is thewooden handled 51mm portafilter from Ikape.Just keep in mind that bottomless portafilters look great when you're dialled in, and they increase max cup height, plus they can give you some visual clues about what's happening with the extraction.The issue though, with bottomless portafilters, is they're messy, until you're dialled in. You'll get what are known as spurters, which is espresso spraying from the basket at all angles, and it's messy and annoying.If you have a capable grinder, though, and you can get well dialled in, once you've done that, bottomless portafilters are great.If you want a spouted option, there aren't many, due to the popularity of bottomless portafilters I assume, but have a look at this51mm spouted 2 eared portafilter, which is compatible with the Stilosa.You will find many people recommending switching the basket to an IMS or VST precision basket, and I'd say that's fine as long as you have a decent, capable grinder.Most sub £300 espresso grinders (I'm referring here to electric grinders, not manual) aren't quite up to the task of grinding fine enough with precision baskets, or high extraction baskets.The stock basket that will come with the above suggestions, should be plenty high quality enough for using with other, more entry level grinders paired with the Stilosa.",2024-12-09T09:59:52+00:00,2024-06-19T11:36:10+01:00,2024-12-11T13:29:07+00:00,De'Longhi,,Coffee Machines
8719690957037,DeLonghi PrimaDonna Soul Bean to Cup Coffee Machine,delonghi-primadonna-soul-bean-to-cup-coffee-machine,"The PrimaDonna Soul is one of the premium (and priciest) machines in DeLonghi's auto bean to cup range. It's feature packed, it has loads of one touch coffees, 3 user profiles, a touch screen display and a smartphone app.It's probably the most capable machines from DeLonghi overall, and it's definitely one of the best of their machines in terms of look and feel.So this is DeLonghi's flagship machine, and it's definitely one of their best overall, but the only thing I would say is that some of their newer machines (the Rivelia and the Eletta Explore) have a lot of the same features.Features and Benefits18 One Touch Coffees: Espresso, coffee, long, doppio+, coffee pot, Americano, cappuccino, latte macchiato, cappuccino mix, caffe latte, flat white, cortado, espresso macchiatoOne Touch Milk Carafe12 Grind SettingsWater Tank (front accessed): 2.2 LMax Cup Height: 14 cmDimensions (WxDxH): 26.2 x 48.5 x 39 cmThe Rivelia doesn't quite have the same premium look & feel as the Primadonna Soul, the Eletta Explore though, for me, comes very close to this in terms of the premium build quality and the features.So if I were looking at this, I'd also be looking at the Eletta Explore, and asking myself what I'd be gaining, exactly, for the additional cost, as for me that's not entirely clear.The app is pretty good, it works well as the interface for the bean adapt feature, which is De'Longhi's answer to barista assistance.Bean adapt isn't a bad feature, it's not really ""dialling in"" as such, but it's something, it does help the user to attempt to get more satisfactory results with each bean, and it's very simple to use.Like most coffee machine apps, it's not really all that useful, and I think a lot of people will find that they probably don't use it much, if at all, once the novelty wears off.It can't take a cup out of the cupboard and put it on the drip tray for you, and yes you can wake it up from the app, but then it'll do a rinse of the group, so if you leave a cup on the drip tray and then order a coffee from your bed, your first coffee of the day will include some slightly rank rinse water.I do think the price point of this machine vs the features compared to some of DeLonghi's cheaper machines including the Dinamica and particularly the Eletta Explore, is a bit too far into the point of diminishing returns.Having said that, if you can grab this while it's on offer, it's a sturdy, well built machine so you should find it lasts long enough to make it great long term value for money, and it'll make pretty decent coffee considering it's a fully automatic bean to cup machine.For more information on Delonghi coffee machines see:The Best Delonghi Coffee Machines Review",2024-10-11T10:07:48+01:00,2024-06-18T12:45:58+01:00,2024-12-11T13:29:07+00:00,Sage,,Coffee Machines
8799361597677,IKAPE 54mm Bottomless Naked Portafilter,ikape-bottomless-portafilter,"This is a 54mm bottomless or ""naked"" portafilter from Ikape, with a very pretty handle, compatible with all the Sage 54mm espresso machines.So this means the Bambino, Bambino Plus, Duo Temp Pro, Barista Express, Barista Express Impress, Barista Pro, Barista Touch & Barista Touch Impress.Compatible with, by the way, doesn't necessarily mean that you should use this bottomless portafilter with these machines. More on that shortly...Just keep in mind that bottomless portafilters are messy until you're dialled in. You'll tend to get what we call ""spurters"" which are jets of espresso flying out at all angles, which will greatly reduce when you've found the right grind size.It's common for people to see amazing footage of bottomless shots, and buy a portafilter like this expecting to see the same, only to be disappointed. So just be aware that you need to be dialled in with the grind in order to have great looking bottomless portafilter shots.|titlestrongFeatures and Benefits:|showbullet Great looking colourful handle |showbullet Fits all the Sage 54mm machines|showbullet Food grade stainless steel basket|showbullet Shots look amazing, once dialed in|On the positive side, not only can it can be mesmerizing to watch, especially if you have ashot mirror, but it can give you clues about what's going on with the extraction, that you may not taste in the cup.I'm in two minds about the real value of this, to be honest. One one hand bottomless portafilters are good training tools from that perspective, but then I can't help but ask the question, if you couldn't taste it in the cup, who cares? ;-).Anyway, they are cool, there's really something special about using bottomless portafilters, again - once you're dialled in, before that it's generally messy, so you may want to lift your cup/glass right up to cover the bottom of the basket until this is the case, to safe your kitchen becoming espresso coloured.IKAPE, which I'm told (by the brand themselves) is pronounced ""I Capey"", or just ""IK"" for short, is a Chinese coffee gear brand. Their products generally not the cheapest, but not the most expensive either.For me their products tend to be in that sweet spot in terms of being good value without going too far over to beyond the point of diminishing returns, and they've been one of the mostprolific brands of coffee gear over the past few years, especially when it comes to espresso accessories.They do a number of bottomless portafilters for the 54mm Sage machines, and they'll all work fine.The only thing I could say as a negative for these, and various other aftermarket portafilters are that the you can very easily unscrew the handle, which does annoy me slightly.Sometimes it'll come unscrewed as you're using it, so if I was using one of these and I didn't have any plans to swap the handle (their handles are interchangeable), I'd just add some loctite to the thread.Sage do sell a bottomless portafilter for their 58mm machines, but not for the 54mm machines, by the way, so if you want to use a bottomless you'll need an aftermarket one.",2024-10-09T18:01:18+01:00,2024-08-19T12:47:47+01:00,2024-12-11T13:29:07+00:00,The Coffeeworks,,Coffee Accessories
8719663071469,DeLonghi Magnifica Start Bean to Cup Coffee Machine,delonghi-magnifica-start-bean-to-cup-coffee-machine,"The DeLonghi Magnifica Start is one of the latest machines in DeLonghi's Magnifica range. It's an automatic bean to cup machine at the very entry level, one of the lowest priced machines in their range.If you're wondering how it's different from the Magnifica S (which has been around for quite a bit longer and can often be bagged for a lower price), it's mainly down to the more modern interface, and having Americano on the one touch menu.So the first thing to explain, given that DeLonghi and other brands have now followed various retailers in misusing the term ""bean to cup machine"", is that this is what we now have to refer to as an ""automatic"" bean to cup machine, to differentiate from what DeLonghi and other brands refer to as just ""bean to cup"" machines. More on this shortly.The ""Automatic"" bit refers to the fact that the coffee is produced automatically, all you have to do is make sure there is water in the tank and beans in the hopper.Features and BenefitsPanarello Steam Wand3 Pre-set Coffees (Espresso, Coffee, Americano)1.8 Litre Water Tank13 Grind SettingsDreg Drawer Capacity: 14 CoffeesMax cup height: 14cmDimensions (WxDxH): 24 x 44 x 35 cmGoing back to the ""bean to cup"" thing, Saeco coined this phrase when they invented the first ""bean to cup coffee machine"", in the 80s.The presence of a brewing unit to replace the portafilter and the associated barista workflow, in addition to the integrated grinder, meant that it was literally ""from bean, to cup"", which is where the term came from.These days, ""bean to cup"" is being used to describe any coffee machine with a built in grinder, which is one of my pet peeves, but anyway, it is what it is - I'm having to remember these days to add ""Auto"" to ""bean to cup"" when I'm referring to ""true"" bean to cup machines, not the end of the world I suppose ;-).So as I've said, coffee (espresso, coffee, Americano) is automatic, you just press a button.The milk frothing isn't automatic, it has a steam wand, what's referred to as a ""Panarello"" wand, for reasons no one appears to know, by the way, Panarello is an Italian surname so I'm guessing it was the surname of the person who first invented this kind of milk Frother, maybe?Anyway, this is just a sheath fitted over the steam pipe with an air intake which drags air into the milk with the steam, creating the froth.It works well, for big bubbled ""old school"" milk foam, but not so much for more modern micro foam, for velvety flat whites. The S Smart comes with the very clever 2 settings panarello which gives you control over the aeration, and allows the creation of micro foam texture.I don't know why they don't put this steam wand on all their machines to be honest, it's the best panarello wand I've ever used. So, if you want that kind of control, you may want to look at the S smart.If you're looking for a ""one touch cappuccino"" type machine, you may want to look at the Rivelia, or the Eletta Explore.If you're mainly looking for Americano, coffee & espresso though, and maybe the odd cappuccino but you're really not fussed about this ""micro foam"" nonsense ;-), then this machine might be perfect for you.It's one of the cheapest of this type, all the machines in the Magnifica range tend to produce very similar tasting coffee (they're more or less the same internally, so that would make sense) and it's just slightly more modern than the S and S Smart when it comes to the user interface.If you're wondering what ""coffee"" means, vs espresso and Americano, by the way, this means ""caffe creme"", basicaly a bigger ratio espresso.If you're someone who really knows their caffe creme and you're about to argue with me about that, by the way, there's no need ;-).I agree that this isn't traditionally what caffe creme is at all - but this is more or less what this setting is on most bean to cup coffee machines, a bigger ratio espresso, and I think cafe creme is the best description for what ""coffee"" means on a machine like this.If you want to experience the closest to true espresso when you're choosing espresso on a bean to cup machine like this, and the closest to traditional caffe creme when choosing ""coffee"", I'd recommend adjusting your grinder towards the finest end of the range for espresso, and towards the more coarse end for ""coffee"".",2024-10-08T18:44:16+01:00,2024-06-18T12:11:13+01:00,2024-12-11T13:29:07+00:00,De'Longhi,,Coffee Machines
8738776121581,Breville Flow Filter Coffee Machine,breville-flow-filter-coffee-machine,"This is a very inexpensive, very simple filter coffee machine by Breville, but just keep in mind this is the UK Breville, and this brand has nothing to do with Sage Appliances.Coffee machines that are sold here under the Sage Appliances brand, are sold outside of Europe under the ""Breville brand"", as Breville Worldwide sold the brand name in Europe back in the 80s when it was common to do that.So the ""Breville"" machines in the UK are completely different, the Breville brand is owned in the UK by the same firm who owns many other brands including Mr. Coffee & Sunbeam, so they're usually the same as these machines, they're definitely not the same as Sage coffee machines.| titlestrongFeatures and Benefits|showbullet Makes up to 1.7L of coffee |showbullet Pause and Pour option |showbulletKeep warm functionlshowbullet Glass Carafe |Honestly there's not a huge amount to say about this, it's a very low cost filter coffee machine, from the brand who owns Mr. Coffee (a very popular low cost brand of coffee machines in the States) and it looks very similar to the Mr. Coffee filter coffee machines, so I'm assuming it's more or less a re-badged version for the UK market using the Breville brand name.As with other very cheap machines, you need to manage your expectations and take the blurb with a pink of salt, at the end of the day this is an ultra low cost coffee machine, you should be thankful that it actually makes coffee ;-).Machines like this are more than capable of making coffee that most ""normal"" coffee drinkers will be happy with, and they're cheap as chips and very simple to use.For more information on filter coffee machines see:The Best Filter Coffee Machines Review",2024-08-01T17:55:13+01:00,2024-06-28T11:42:57+01:00,2024-12-11T13:29:07+00:00,Amazon,,Coffee Machines
8725144469741,Aigostar Filter Coffee Machine,aigostar-filter-coffee-machine,"This is a very low cost filter coffee machine, with a big capacity & decent features for the money.It doesn't do anything particularly fancy, you need to manage your expectations where build quality is concerned for a machine at such a low price, but it's a decent machine for the money in terms of performance.In a nutshell, this is a fairly straightforward filter coffee machine, with a decent sized max brew capacity of 1.5L and an auto brew timer.| titlestrongFeatures and Benefits|showbullet Brew up to 1.5L of Coffee |showbullet Keeps Warm for 30-40 Minutes |showbullet Easy to Clean |showbullet Reusable Filter |showbullet  glass carafe lshowbullet Pause and Pour Option |showbullet 24hr Auto Brew Timer |If you're focusing mainly on value for money, this is difficult to beat for a filter coffee machine with these features for this price.It is worth pointing out that we're talking about short term value for money here, and that can be false economy, for example if you spent twice as much on a filter coffee machine and it lasted you five times as long, that would obviously work out as better long term value for money.But if you just need the cheapest filter coffee machine you can get hold of right now, I do think this is among the best option for this kind of price.For more information on other Filter Coffee Machines see:The Best Filter Coffee MachinesIt has a decent brew capacity of 1.5L, it has a brew timer, a single cup option & anti drip feature, plus a reusable filter, so you can't really argue at that vs the price.You don't have to use the reusable mesh filter, and personally I'm not a big fan of the taste of filter coffee with these, I usually much prefer paper filters, but it's handy to have if you run out of filters.",2024-08-01T17:37:12+01:00,2024-06-21T16:06:01+01:00,2024-12-11T13:29:07+00:00,Amazon,,Coffee Machines
8719846047981,Siemens TQ503GB1 EQ.500 Bean to cup coffee machine,siemens-eq500-bean-to-cup-coffee-machine,"This a very capable one touch bean to cup coffee machine from Siemens at around the entry level of this kind of machine.For a one touch machine with a colour touch screen, this is a very competitively priced option, one to consider alongside the likes of the Delonghi Magnifica Evo or Gaggia Cadorna.Siemens have been producing bean to cup machines for a good while, and they've largely gone under the radar for a while, vs the much more vocal competition.They're really quite solid options, workhorse machines that tend to do very well in terms of longevity and lack of problems, and they're comparatively cheap too, for what they are.| titlestrongFeatures and Benefits|showbullet One Touch coffees:Espresso, Café Crème, Espresso Macchiato, Latte        Macchiato, Cappuccino, Latte (+ Milk Froth & Hot Water)|showbullet5 Grind Settings|showbulletWater Tank Capacity : 1.7 Litres|showbullet  Maximum cup height : 14cm |showbulletDimensions (WxDxH): 29.5 x 46.7 x 37.3 cm|The Siemens EQ.500 punches above it's weight at this price point, most of the obvious comparisons with similar features are at least a couple of hundred quid more than this.It'll do a true double shot, various one touch milkies including espresso macchiato, latte, cappuccino & latte macchiato, and flat white, apparently, although I'd take that with a pinch of salt, as one touch bean to cup machines don't usually do micro foam very well.It'll produce a true double shot, and the drink options are pretty good, with an espresso macchiato, and both latte and latte macchiato in the menu, and the two user profiles too.There's also an auto steam clean that engages after every milk drink, ensuring the milk system stays clean.",2024-07-31T17:15:51+01:00,2024-06-18T16:25:24+01:00,2024-12-11T13:29:07+00:00,Philips,,Coffee Machines
8772961468653,Coffeeworks Discovery Bundle,discovery-subscription,"What is the discovery bundle?By popular demand we've added a bundle that includes different coffees each month. The bundle of two coffees will always include a coffee from our existing range (although different every month) and also something brand new.1 x Guest Coffee +1 x Choc & Nut ColombiaLooking for an info on last month's guest coffee?Click HereThis is perfect for a subscription so you'll get something different every month and you'll also save 12% on the normal price as well but it also works equally well as a one time purchase if you just want a bit of a surprise.By the way, if you're an espresso machine user, and you've signed up to a discovery subscription before and were disappointed to find out that some of the coffees each month really weren't suitable for espresso, fear not!All of the coffees we're choosing for the discovery bundle are suitable for home espresso, along with bean to cup coffee machines, cafetiere and Aeropress.Rest assured our monthly guest coffee has the same high standards as all of our coffees, quality is never compromised.The coffees will change on 1st of every month and you can find details of this months below.The discovery bundle for December 2024, is Choc & Nut Colombia, and Blue Ayarza Guatemala",2024-07-31T12:24:23+01:00,2024-07-23T10:23:39+01:00,2024-12-11T13:29:07+00:00,The Coffeeworks,,"brewmethod_Aeropress, brewmethod_Cafetiere, brewmethod_Espresso, brewmethod_Filter, brewmethod_Sage Coffee Machines, coffeetype_Blend"
8721695539437,Gaggia Espresso Style / Deluxe Espresso Machine.,gaggia-espresso-machine,"The Gaggia Espresso is probably the best sub £200 espresso machine on the market, and if anyone tells me they're thinking of buying a very entry level machine, I'll recommend that they think about spending just a few quid more on one of these.I think it's probably the best option now, until making the jump to the £300-£400 mark, simply because it has a PID, and a standard (not pressurized) portafilter.This is ""plastic fantastic"", in fact it looks like an overgrown Lego brick, but it's great, I'm a big fan of this little machine.| titlestrongFeatures and Benefits|showbullet 1.2 L Side accessed water tankshowbullet Thermoblock heater |showbullet Panarello Steam wand with pro steam wand   |showbullet PID temperature controller |showbullet 53mm portafilter |showbullet Pre infusion |showbullet Programmable shot button |showbullet 25 second heat up time |The cheaper options from Gaggia in the relatively near past, have mainly been cheaper machines not made in Italy, which share more with other very cheap espresso machines than they do with Gaggia espresso machines.Back in the 80's and 90s, this wasn't the case, all their machines were made in Italy, and also though the original Gaggia Espresso was also plastic fantastic, it was made in Italy, and it was built to last, you'll still find them occasionally for sale now from the late 80s and early 90s, still working fine (if they've been looked after).The new Gaggia Espresso isn't quite the same as the original, but it shares the fact that it's built in Italy at the main Gaggia factory, and that it's a really decent little machine for the money.What separates it from other sub £200 machines, is mainly the temperature stability the PID brings to the table and the fact that the portafilter itself isn't pressurised.If you don't like the portafilter (and some don't - I quite like it), theEdesia Espresso 53mm portafilterfits it, or their53mm bottomless portafilter.If you're happy with the portafilter but you just want to swap the basket, you just need a the53mm standard basket.The water tank being side accessed is handy, as it means you don't need to turn it around to access the tank if your machine is going to be under wall cupboards, and I really like the steam wand too.It does have a panarello wand for very simple old school foam, but if you want microfoam you can just remove that, and what's under it is essentially a one piece single hole tipped wand.",2024-07-30T16:48:26+01:00,2024-06-19T12:43:43+01:00,2024-12-11T13:29:07+00:00,Sage,,Coffee Machines
8721573511405,Swan Retro Espresso Machine,swan-retro-espresso-machine,"This is a cheap as chips home espresso machine, which is actually not all that bad.Do I think you should buy it, probably not to be honest, I think going for this kind of level for a home espresso machine is usually false economy. But, is it capable of relatively good results vs the cost, yeah.Although, just have a look at theDeLonghi Stilosa, personally I feel that's the better choice when you can get for about the same kind of price, as it's easier to get around the pressurised basket by just upgrading the portafilter on the Stilosa.This machine is basically a generic espresso machine that has sold all over the world under various different brand names, including Swan.It's a pressurised portafilter espresso machine, so it's intended for use with pre-ground coffee, and it has a thermometer, and a steam wand that actually does a fairly good job.| titlestrongFeatures and Benefits|showbullet 1.2 L Water tank |showbullet Thermoblock heater |showbullet Panarello steam wand / doubles as a pro wand  |showbullet Various colour options |showbullet Thermometer helps with temperature surfing |showbullet Compatible bottomless portafilter available |This is a thermoblock machine, meaning it has an on demand water heater vs a traditional boiler. You'll find most of the cheap espresso machines have this kind of heater, and it's really not a negative in and of itself.Although currently most premium espresso machines have boilers, this doesn't mean that thermoblocks or thermocoils are bad, in fact I think we'll see more and more premium thermocoil machines in the not too distant future (there are a few already).But when it comes to the very entry level machines, they'll usually have thermoblocks, and at this kind of price I really don't think thermoblock vs boiler would actually make a difference.It's a pressurized basket machine, which means it's really made with pre-ground coffee in mind, and the pressurisation is in the portafilter itself, you can mod them but most people who mod them tend to find that the mod causes damage to the portafilter, and they end up having to replace it.You can get acompatible bottomless portafilterfor the Swan Retro, I've not seen any compatible spouted portafilters though, and just keep in mind that bottomless portafilters look great when you're dialled in and have nailed the puck prep, but if not, they can be messy and frustrating.The thermometer is really useful actually, this isn't a temperature stable machine, if you want temp stable you really need a PID, so have a look at the Gaggia Espresso & Sage Bambino, but being able to see the current temperature is really helpful.It means that you can aim to pull your shot when the needle hits a specific temp, and you can do the same each time in order to get more temperature stability from a machine that has fairly big temperature swings, as all very cheap home espresso machines tend to suffer from.Even the Gaggia Classic suffers from this, and that's not a very cheap espresso machine. You can get into a temperature surfing routine to get around it, but you don't have a thermometer with that machine, so there's a bit more guess work involved.",2024-07-30T10:38:30+01:00,2024-06-19T10:25:41+01:00,2024-12-11T13:29:07+00:00,Sage,,Coffee Machines
8738927771885,Technivorm Moccamaster KBG Filter Coffee Machine,technivorm-moccamaster-kgb-select-filter-coffee-machine-filter-coffee-machine,"The Moccamster machines by Technivorm are what a lot of people will consider as the ultimate ""normal"", premium filter coffee machine.By ""normal"" I mean there's nothing fancy about them, let's face it, they're about as technologically advanced as... something designed in the 60s that isn't particularly technologically advanced (I couldn't think of an appropriate analogy).But this is actually the main appeal of these machines.These are filter coffee machines built the way things aren't generally built these days, solid, reliable workhorse machines made for people who like their machines to look and perform like machines.| titlestrongFeatures and Benefits|showbullet Brew up to 1.25L of Coffee |showbullet Copper heating element |showbullet Solid aluminium build |showbullet Auto drip stop |showbullet Half brew function lshowbullet Available in a huge range of colours |Technivorm have been making the Moccamaster brewers since the 70s, so there's a good reason they look so retro.Personally I love the look of them.I also appreciate the fact that the shower head covers a wider area than most filter coffee machines. Yes it's also narrow, a bigger round shower screen would probably be a good idea, but there are mods available.They're quite brewers too, certainly quieter than theSage Precision Brewer, as the Moccamaster machines don't use pumps.They're hot plate machines, so if you're someone who likes that style of filter machine, you'll like this.If, like me, you're not a fan of leaving your coffee sitting on a hot plate, then you don't have to, you can just take the jug off the plate, decant into an insulated jug, flask or travel mug.The Best Travel Mugs ReviewIn a nutshell, if you're looking for an old-school filter coffee machine, I don't think you can go wrong with a Moccamaster.Check out the Moccamaster in action combined with the KM5 Grinder:",2024-07-30T10:13:55+01:00,2024-06-28T14:31:04+01:00,2024-12-11T13:29:07+00:00,Amazon,,Coffee Machines
8738795028717,The Sage Precision Brewer Filter Coffee Machine,sage-precision-brewer-filter-coffee-machine,"If you were to ask me for the overall best filter coffee machine, I'd tell you it's the Sage Precision Brewer.Is it 100% perfect, maybe not, there are a couple of things I'd change, but it's about as close to perfection that I've seen.In a nutshell this is a SCA approved filter brewer with a one touch SCA setting, and with fully customisable brewing to create your own perfect brewing settings. I wish it had a removable water tank, but other than that, it's brilliant.In my opinion, the Sage Precision Brewer is one of the best filter coffee machines, for most people. That's a very sweeping statement, I'm not saying it's the best for everyone, but I think it's the one filter coffee machine that is probably the best for the biggest percentage of the market, for reasons I'll explain below.| titlestrongFeatures and Benefits|showbullet Brew up to 1.7L of Coffee |showbullet Stainless steel insulated carafe |showbullet Various brewing pre-sets plus fully programmable ""My Brew"" setting  |showbullet Option to use your own filter brewer (Kalita, Orea, V60 etc.)|showbulletPID temperature controllshowbullet Small cup detection for brewing single cups |showbullet Cold brew function |The main reason I like the precision brewer so much, is because of the control it gives you over all the important variables, in a way that basically automates pourover.So you could say that this isn't just a filter coffee machine, it's an automated pourover brewer.While ""normal"" filter coffee machines just deliver hot water into the filter cone, the Precision Brewer gives you just about the same control that you have with manual pourover, with a V60, Orea, Kalita wave & so on, as I've mentioned you can even swap out the filter cone with your favourite brewer if you like.The Best Filter Coffee MachinesYou can then set the brew temp (and it has a PID so it's good for temperature precision and stability) the bloom volume and time & the flow rate.Or you can just take the easy option and select the ""gold"" brew setting, to have everything pre-set to SCA standards.This is a really, really good machine, no doubt about it.As I've mentioned it's not 100% perfect, but the imperfections aren't deal breakers.The main thing for me is the water tank, I don't know why any manufacturer would think a fixed water tank is a good idea, it's really not, you wouldn't put a fixed water tank on an espresso machine, why put one on a filter coffee machine?The only other thing that annoys me slightly about this machine that delights me in most other ways, is the lack of information about the gold setting.Why not tell us exactly what bloom time & volume, brew temp and flow rate the settings are for Gold, so we can start there on the my brew setting and tweak accordingly?If that's not possible, just make the gold setting programmable, I'm sure the SCA don't think there's such thing as a one size fits all method, I'm sure they expect these settings to be adjusted according to taste, so it would make a lot of sense to me to be able to tweak, save, and re-set back to factory defaults.It's also a bit on the loud side thanks to the vibe pump, which makes it as loud as most vibe pump espresso machines, especially at the last part of the brew when it's pumping out the last of the remaining water.But the bad things about the Precision Brewer are relatively trivial, the good things about it are very, very good!For a more in-depth review see:The Sage Precision Brewer Review",2024-07-30T09:47:34+01:00,2024-06-28T12:00:44+01:00,2024-12-11T13:29:07+00:00,Sage,,Coffee Machines
8739014377709,Wilfa Svart Performance Filter Coffee Machine,wilfa-svart-performance-filter-coffee-machine,"This is a very cool looking filter coffee brewer with some equally cool features, designed in partnership with ex world barista champion Tim Wendelboe.It has a removable water tank, it's temperature stable, and all of the water in the water tank is pumped through with each brew.As you can see, this is a nice looking, modern & minimalist designed filter machine, which sets it apart from a lot of other filter machines on the market.| titlestrongFeatures and Benefits|showbullet Brew up to 1.25L of Coffee |showbullet Removable water  tank |showbullet Removable filter holder |showbullet Adjustable flow control (with steep & release brewing) |showbullet Very quiet brewing |showbullet Wilfa's amazing 5 year warranty |If you're shopping for a filter coffee machine, this is a fairly unique one. It's not perfect, there are pros and cons, but this does have a couple of very specific features that a lot of the other leading competitors don'tNamely, the flow control with the ability to steep and release, and the removable water tank.The removable water tank is the one thing that I much prefer about the the Wilfa Svart performance vs both the Sage Precision Brewer and the Moccamaster brewers.It's also very simple to use, there's recommendations for how much coffee to use for each water level, a little thing but very useful for people who're new to filter brewing - and other than this, there's just an on/off button and the flow restrictor at the bottom of the filter holder.This isn't as clever as the precision brewer when it comes to all of the variable settings, but if you're just wanting a really simple to use brewer that you don't need to think much about, which is quiet, good looking, and gives you the ability to control the flow, I think this is a good choice.It has a hot plate, and a glass carafe, and this is something that tends to divide people.Personally I do prefer a thermal carafe without a hot plate, but I do accept that, especially if you're not making a full carafe of coffee, you do need to make sure the carafe is pre-heated so it doesn't act as a heatsink.Some people just prefer a glass carafe and a heat plate, so if that's you, you'll probably be even more inclined to go for this brewer.As with the Sage precision brewer, it will make use of all of the water you put in the tank, so you don't have water constantly sitting in the tank, but unlike the precision brewer, you can remove the tank to fill it and to rinse it out, which I do think is a good choice.",2024-07-29T18:49:45+01:00,2024-06-28T15:45:56+01:00,2024-12-11T13:29:07+00:00,Amazon,,Coffee Machines
